CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
32,8,8,山岳・火山地帯の急峻な地形に立地し、希少な泉質（塩泉・炭酸鉄泉・高温硫黄泉など）を有する「泉質的個性の際立つ一軒宿・少数宿型温泉地」。不動湯の炭酸鉄泉・硫黄泉・単純泉の3種併存、鹿塩温泉の海水同等塩分、稲子湯の7.6℃二酸化炭素硫黄冷鉱泉、中房温泉の95℃超・36源泉という極端な泉質スペックが共通して際立つ。いずれも宿数が1〜3軒と極めて少なく、泉質そのものが存在意義の核となっている点がこのクラスタの本質的特徴である。,地域は福島県（奥土湯・不動湯）から長野県各地（稲子湯・中房・鹿塩・四徳・裾花峡など）まで広域に分散し、地形分類も火山山麓地（585m）・火山地（1493m）・山地（485〜1477m）・砂礫質台地（376m）と多様。泉質も塩化物泉・炭酸泉・硫黄泉・アルカリ単純泉と幅広い。施設規模も中房温泉のような多浴場・文化財登録の大型老舗宿から、四徳温泉のように施設情報がほぼ皆無の極小拠点まで差が大きい。裾花峡ノードは砂礫質台地・低標高・足湯・レストラン併設と都市近郊型の様相を呈し、他ノードとは土地利用形態・アクセス性・利用者層の面で顕著に異なる。この裾花峡ノードの存在が、クラスタ内の最大の変異点となっている。
33,9,9,「峡谷・渓谷刻み込み型」の陸の孤島的温泉地。本クラスタの最も本質的な特徴は、深く刻まれた峡谷・渓谷地形の底部または斜面に温泉が湧出し、通常の道路交通が成立しない「交通困難地」としての孤立性にある。鐘釣温泉は黒部峡谷鉄道（軌間762mm・電化600V・トンネル区間）のみでアクセス可能で日本郵便の交通困難地指定を受け、湯折小渋温泉は廃湯・遺構化（ruins=yes）しており、湯西川温泉駅は葛老山トンネル内の地下駅で中心部から12km離れる。いずれも標高400〜1066mの山地・谷底低地に位置し、河川・峡谷の侵食地形に規定された「到達困難性」がクラスタを貫く本質的性質である。,地域・地形・土地利用・施設形態の各軸で多様性が顕著である。【地域】富山県黒部市（中部山岳国立公園）・長野県阿智村・長野県大鹿村・群馬県中之条町・群馬県下仁田町・栃木県日光市と、中部〜関東の広域に分散する。【地形分類】山地（425〜1066m）が主体だが、谷底低地（標高461〜569m）も含まれ、ミクロな地形環境は峡谷底・河岸・山腹斜面と多様。【土地利用・施設形態】現役の温泉旅館2軒＋河原野湯（鐘釣）、廃湯遺構（湯折小渋）、国民保養温泉地指定の大規模温泉街＋共同浴場・足湯・重要文化財旅館（四万）、道の駅・鉄道駅一体型日帰り温泉（湯西川）と、存続状態・規模・運営形態が極めて幅広い。【周辺施設】鉄道（狭軌・地下駅）・国道・高速道路・神社・寺院・鉱山跡・道の駅と周辺インフラも多岐にわたり、孤立度と都市接続性の両極が共存する。
34,6,6,標高800〜960m超の山地・火山地帯に立地し、火山性ガス噴出・硫黄泉・秘湯的孤立性を共通基盤とする「高標高火山環境依存型」温泉クラスタ。那須湯本の殺生石（硫化水素・亜硫酸ガス常時噴出）、ガラメキ温泉（火山地・標高882m）、四徳温泉（山地・標高953m）など、いずれも火山活動または山岳地形が温泉の存在根拠そのものとなっており、温泉地の成立が地形・地質の直接的産物である点がこのクラスタの本質的特徴である。地形分類が「山地」「火山地」「火山山麓地」に限定され、平地・丘陵地が皆無であることがその根拠を端的に示す。,施設規模・観光開発度・周辺インフラの面で著しい多様性が見られる。那須湯本温泉は旅館・ホテル・公衆浴場・飲食店・バス停・駐車場が集積する観光地化された温泉街（火山地・標高825m）であるのに対し、四徳温泉（山地・標高953m）やガラメキ温泉（火山地・標高882m）は施設情報がほぼ皆無の秘湯・野湯的ノードである。日光小倉山温泉（火山山麓地・標高686m）は公衆浴場単体で周辺にアイスアリーナ等のスポーツ施設が立地し、温泉と観光スポーツ施設の複合利用圏を形成する。ルグラン軽井沢（山地・標高961m）はリゾートホテル付帯温泉であり、高原リゾート型の土地利用形態を示す。地形分類も山地・火山地・火山山麓地と三区分にわたり、地質的背景（火山性vs非火山性山地）の差異もクラスタ内変動要因となっている。
35,9,9,"山間僻地に湧出する非火山性・特殊泉質温泉という「地質的希少性」が本クラスタの核心である。鹿塩温泉（海水同程度の塩分を含む内陸塩泉）、尻焼温泉（川底湧出の塩化物泉）、三条の湯（単純硫黄冷鉱泉・源泉10.5℃）など、いずれも火山直結型ではなく断層・鉱脈・地層由来の特異な泉質を持つ。鹿塩温泉のWikipediaには「海水と同程度の塩分」「明治時代に製塩」と記され、周辺施設には「山塩製塩所」「黒部の洞窟（historic=mine, resource=salt）」が存在する。三条の湯は標高1103mで源泉温度わずか10.5℃という冷鉱泉であり、火山性温泉とは明確に異なる。西下仁田温泉周辺にはヒ素含有鉱物産地（西牧鉱山）が記録されており、地質的特殊性が温泉の性質にも反映されている。",地域・地形・土地利用形態において顕著な多様性が見られる。地域は長野県大鹿村（鹿塩）、長野県佐久市（望月温泉）、群馬県中之条町（尻焼温泉）、群馬県渋川市（伊香保）、栃木県日光市（湯西川）、山梨県丹波山村（三条の湯）と広域に分散する。地形分類も山地（752〜1110m）・丘陵（761m）・谷底低地（461m）・火山地（828m）と多岐にわたり、単一の地形カテゴリに収束しない。土地利用形態は、山小屋＋テントサイト型（三条の湯）、道の駅直結型（湯西川温泉駅）、観光温泉街型（伊香保）、レジャー施設併設型（望月温泉・みどりの村：テニスコート・BBQ場）、野湯型（尻焼温泉・川風呂）、廃墟型（小瀬戸ノ湯：historic=ruins）と極めて幅広い。アクセス面でも、鉄道駅直結から徒歩3時間30分の山奥まで差異が大きく、施設の整備水準・観光開発度に大きなばらつきがある。
36,8,8,高原リゾート複合型温泉：温泉入浴機能が単独で完結せず、ホテル・アウトレット・美術館・スポーツ施設・レストランなどの多様なレジャー施設群に組み込まれた「付帯アメニティ型」の温泉地。千ヶ滝温泉（プリンスホテル運営）・星野温泉（星野リゾート複合エリア）・榛名湖温泉（ゆうすげ）・蓼科のホテル付帯温泉・清里アクアリゾートなど、いずれも単体の湯治場ではなく、大資本または公共主体が整備した高原観光拠点の一機能として温泉が位置づけられている点が本質的特徴である。,地形分類では火山山麓地（994m・1220.5m・1184m・964.8m・957.3m）が主体を占めるが、火山地（1092.4m・榛名湖カルデラ）・砂礫質台地（939.4m・軽井沢駅周辺）・丘陵（761.1m・望月温泉）も混在し、標高帯も761〜1220mと幅広い。運営主体も西武・プリンスホテル系（千ヶ滝・軽井沢）、星野リゾート系（星野温泉）、公共施設系（榛名湖ゆうすげ・望月みどりの村）、個人旅館系（ゆうすげ温泉旅館・塩壺温泉ホテル）と多様。周辺施設もアウトレットモール・現代美術館・スケートリンク跡・テニスコート・バーベキュー場・老人休養ホームと幅広く、観光客向け高級リゾートから地域住民向け公共施設まで利用層が大きく異なる点にバリエーションが見られる。
37,11,11,住宅地・市街地に溶け込んだ「生活密着型温泉」。このクラスタの温泉施設は、観光地化された温泉街を形成せず、住宅地・埋立地・谷底低地・扇状地・自然堤防といった生活圏の地形上に点在する。「富士の湯」「亀乃湯」「はらら温泉」「みやこ温泉」「ふなの湯」など、いずれも地域住民が日常的に利用する共同浴場・家族湯・公衆浴場の形態をとる。周辺施設にコンビニ・住宅・駐車場・信号・バス停・郵便局・クリニックが並ぶことが、観光施設ではなく生活インフラとしての温泉という性格を端的に示している。,地形・地域・施設形態の三軸で多様性が際立つ。地形面では、谷底低地（標高3〜13m：日当山温泉群・はらら温泉・日当山温泉センター）、埋立地（標高3〜4m：亀乃湯・リフレッシュセンターおばま）、扇状地（標高10m：みやこ温泉）、自然堤防（標高5m：ふなの湯）、火山山麓地（標高35〜213m：花溶岩・吉野温泉・坂元温泉）と幅広い。地域面では鹿児島市街地・霧島市隼人・長崎県小浜・宮崎県延岡と南九州〜長崎に分散する。施設形態も、温泉病院（松城会隼人温泉病院）・国民宿舎（望洋荘）・家族湯（木の花）・温泉センター・共同浴場と多岐にわたり、単一の施設類型に収束しない点がこのクラスタの変異幅を示している。
38,6,6,このクラスタの本質的特徴は「地域開発・土地改変の文脈に埋め込まれた生活密着型温泉」である。西下仁田温泉（荒船の湯）・林温泉（かたくりの湯）・道の駅八ッ場の足湯・半出来温泉（登喜和荘）はいずれも、ダム建設（八ッ場ダム）・鉱山開発（西牧鉱山）・集落移転といった人為的な土地改変や地域振興事業と地理的・歴史的に連動している。観光リゾートや秘湯としての独立性は低く、道路（国道・県道・住宅道路）・駐車場・道の駅・公共交通（JR吾妻線）などの生活インフラと一体化した「地域インフラ型温泉」として機能している点が、このクラスタ固有の性質である。周辺施設タグにhighway=residential・amenity=parking・highway=servicesが繰り返し出現し、tourism=hotelよりもamenity=public_bathが主体であることがその根拠となる。,地形・地質・地域・土地利用の各軸で顕著な多様性が見られる。【地形】標高461m（谷底低地：西下仁田）から923m（山地：小渋温泉）まで約460mの標高差があり、地形分類も谷底低地・山地・砂礫質台地と三類型にわたる。【地質】西牧鉱山周辺ではヒ素含有鉱物（雄黄・鶏冠石）と自然浄化鉱物（シュベルトマナイト）が共存する特異な地球化学環境が確認される一方、小渋温泉周辺は南アルプス赤石山脈の結晶片岩系地質帯に位置する。【土地利用】道の駅八ッ場ふるさと館ノードでは商業（コンビニ・食堂）・交通（幹線道路・高速バス停）・観光（足湯・博物館）が複合する一方、小渋温泉・赤石荘ノードでは山岳地の一軒宿的な宿泊施設（tourism=hotel・building=hotel）が主体となる。【周辺文化資産】天明泥流ミュージアム・福徳寺（重要文化財）・若林鉱産地など、温泉とは独立した文化財・学術資産が各ノードに付随しており、温泉地としての性格付けが地域ごとに大きく異なる点がvariationの根拠である。
39,19,19,北海道の低標高・沿岸堆積地形に立地する「地域福祉・生活密着型」温泉施設群。福祉センター・市民センター・老人福祉センター・健康センターなどの公共施設と一体化した温泉が複数確認でき（函館市恵山福祉センター、横浜町老人福祉センター、北斗市健康センターせせらぎ温泉、高増温泉の有料老人ホーム転用など）、観光・湯治よりも地域住民の日常的な保健・福祉サービスとして機能している点がこのクラスタの本質的特徴である。砂州・砂礫州・三角州・海岸低地・自然堤防・後背湿地といった沿岸〜低平地の堆積地形に集中しており、火山性秘湯や山岳リゾートとは対極の「生活インフラとしての温泉」という性格が際立つ。,地形分類の多様性が顕著で、砂州・砂礫州（和琴温泉・繁次郎温泉・虎杖浜花の湯）、三角州・海岸低地（若湯温泉・仲洞爺温泉・界ポロト）、砂丘（アヨロ温泉・虎杖浜花の湯・せたな公営温泉）、砂礫質台地（とままえ温泉・新冠温泉）、自然堤防（高増温泉）、後背湿地（せせらぎ温泉）、ローム台地（よこはま温泉）、扇状地（ひない温泉）、丘陵（壮瞥温泉周辺）、火山山麓地（恵山福祉センター）、谷底低地（ゆーあいの家）と11種類に及ぶ。施設形態も公営福祉浴場・道の駅併設温泉・高級リゾートホテル（星野リゾート界ポロト・ピリカレラホテル）・小規模旅館街（盃温泉）・露天風呂付き貸切湯・混浴野湯（和琴温泉）と幅広い。地域も北海道全域（渡島・胆振・日高・留萌・釧路・檜山）から青森県（下北・津軽）まで分散し、アイヌ文化圏（白老・屈斜路）・風力発電地帯（苫前）・競走馬産地（新冠）など周辺環境も多彩である。
40,5,5,このクラスタの本質的特徴は「地域生活インフラと観光温泉機能の複合的共存」である。各ノードに共通するのは、温泉施設（public_bath・onsen）が単独の観光資源として孤立せず、郵便局・銀行・道の駅・商店・公共施設といった地域住民の日常生活インフラと同一エリアに密接に混在している点である。江差の繁次郎温泉は道の駅・郵便局と隣接し、函館湯の川のKKRはこだては市電停留場・郵便局・商業施設と共存し、横浜町のよこはま温泉は老人福祉センター・図書館・コミュニティセンターと一体化し、浦河のまさご湯は信用金庫・郵便局・飲食店と混在し、浅虫の道の駅温泉は鉄道駅・水族館・ヨットハーバーと複合する。これは「秘湯」でも「純粋な観光温泉街」でもなく、地域社会の生活圏に埋め込まれた温泉という固有性を示している。,このクラスタ内で最も多様性が見られるのは「地形・立地環境と温泉の社会的役割の組み合わせ」である。地形面では、砂州・砂礫州（江差・標高6.6m）、谷底低地（函館湯の川・標高3.8m、浦河・標高4.7m）、ローム台地（横浜町・標高10.7m）、埋立地（浅虫・標高2.8m）と、低標高ながら地形分類が5ノードで全て異なる。地質的背景も、海岸砂礫堆積地形・河川氾濫原・火山性台地・沿岸埋立地と多様である。温泉の社会的役割も、国家公務員共済組合系宿泊施設（KKRはこだて）、老人福祉センター併設型（横浜町）、ゲストハウス隣接の銭湯型（まさご湯）、道の駅展望浴場型（浅虫）、小規模観光温泉型（繁次郎温泉）と幅広い。周辺施設の性格も、漁港・ニシン街道文化圏（江差）、都市型温泉街（函館）、農漁業町（横浜町）、競走馬産地の地方都市（浦河）、総合観光地（浅虫）と地域特性が大きく異なり、同一クラスタ内での多様性は顕著である。
41,8,8,このクラスタの本質的特徴は「農村・地域生活圏に根ざした公衆浴場型温泉」である。全ノードの温泉施設（平川温泉・しゃこちゃん温泉・喜龍温泉・ひない温泉・田舎館村老人憩の家・館田温泉・神の宮温泉・仲洞爺温泉）はいずれも`amenity=public_bath`として記録され、リゾートホテルや旅館群ではなく地域住民向けの日帰り公衆浴場として機能している。周辺施設にバス停・郵便局・農地・農道（`highway=track`・`landuse=farmland`）が頻出し、観光地化された温泉街の構造を持たない。田舎館村老人憩の家は施設名自体が福祉的性格を示し、しゃこちゃん温泉は福祉交流センターに隣接する。仲洞爺温泉もキャンプ場センターハウス発祥の1軒宿であり、いずれも「地域インフラとしての温泉」という共通性を持つ。,地形・地質・立地の多様性が顕著である。地形分類は砂礫質台地（平川温泉・田舎館村老人憩の家・館田温泉）、三角州・海岸低地（しゃこちゃん温泉・仲洞爺温泉）、後背湿地（喜龍温泉）、扇状地（ひない温泉・神の宮温泉）と4類型に分散し、標高も6.7m（海岸低地）から90.2m（洞爺湖畔の台地縁辺）まで幅広い。地域も青森県津軽平野（藤崎町・田舎館村・つがる市・平川市）、秋田県大館盆地（比内町）、新潟県妙高市、北海道壮瞥町と東北・北海道・北陸にまたがる。周辺施設の性格も、バス停・郵便局・農地が卓越する純農村型（田舎館村・館田）から、世界文化遺産・縄文遺跡周辺の観光資源隣接型（つがる市）、弥生時代環濠集落遺跡に近接する歴史的景観型（妙高市）、洞爺湖畔のキャンプ場複合型（壮瞥町）まで多岐にわたり、「農村公衆浴場」という共通核を持ちながら立地文脈は大きく異なる。
42,9,9,川・河原・沢沿いの自然湧出型野湯・秘湯：このクラスタの最も本質的な特徴は、河川・渓谷・沢沿いに温泉が自然湧出し、施設整備が極めて限定的な「野湯的性格」にある。鐘釣温泉の黒部川河原露天風呂（地面を掘れば即席の湯が作れる）、尻焼温泉の長笹川を堰き止めた川風呂（24/7開放・更衣室なし）、西山温泉の滝谷川沿いの多源泉群、塩原元湯の最奥部立地など、複数ノードで「河川地形＋自然湧出＋アクセス困難」の三要素が重なる。三条の湯（徒歩3時間30分・一般車通行禁止）や法師温泉（一軒宿・秘湯を守る会）も同様の孤立性を示す。標高97〜1086mと幅広いが、いずれも人工的な温泉開発ではなく地熱・地質由来の自然湧出が核心にある点で一貫している。,【地域】北海道（函館ひろめ荘）・富山（鐘釣）・福島（西山）・群馬（尻焼・花敷・法師）・栃木（塩原元湯）・山梨（三条の湯）と東日本全域に分散し、地域的まとまりはない。【標高・地形】標高97m（函館、山地分類だが低標高）から1086m（三条の湯）まで約1000mの幅があり、地形分類は「山地」が大半だが砂礫質台地（西山・砂子原共同湯）も含まれる。【地質・泉質】単純温泉（鐘釣）・含硫黄塩化物泉（西山・塩原元湯）・塩化物泉（尻焼）・カルシウム-ナトリウム硫酸塩泉（法師）・単純硫黄冷鉱泉（三条の湯）と泉質が多様。【土地利用・周辺施設】山岳小屋＋テントサイト（三条の湯）、地熱発電所隣接（西山）、狭軌鉄道専用アクセス（鐘釣）、農地隣接（標高108m低標高ノード）、国登録有形文化財旅館（法師）と土地利用形態が大きく異なる。【施設規模】一軒宿から複数旅館群まで幅があり、共同湯（砂子原共同湯）も含まれる。
43,15,15,"このクラスタの本質的特徴は「活火山地熱帯に直接根ざした極限環境型湯治温泉」である。全ノードの大多数が火山地（標高496〜2063m）に立地し、玉川温泉のpH1.05・毎分9,000L湧出、須川温泉のpH2.2・毎分6,000L湧出、酸ヶ湯のpH2.0未満など、強酸性・大湧出量・硫黄系泉質が繰り返し確認される。噴気孔・オンドル小屋・岩盤浴・地熱蒸気ふかし湯といった地熱を直接利用する施設形態が複数ノードに共通し、単なる「山の温泉」ではなく火山活動そのものを浴用・療養資源として活用する点がこのクラスタを際立たせる。冬季道路閉鎖による季節的孤立性も玉川・須川・蒸ノ湯・藤七など複数地点で共通し、アクセス困難性が湯治文化の維持を構造的に支えている。",多様性は主に①地域分布、②施設規模・形態、③泉質・湯色、④周辺土地利用の4軸に現れる。地域は東北（秋田・岩手・青森・宮城）が主体だが、群馬（万座・高峰）・北海道（ニセコ新見・湯本・五色）・富山（高天原）にも分布し、東日本の火山弧全域に広がる。施設規模は玉川温泉（140室超・自炊部）・酸ヶ湯（140室・ヒバ千人風呂）のような大規模湯治場から、高天原温泉（収容50名・ランプの宿）・大深温泉（オンドル小屋のみ）のような極小施設まで幅広い。泉質も強酸性塩酸泉（玉川）・酸性硫黄泉（酸ヶ湯・須川）・含硫黄炭酸水素塩泉（国見）・単純硫黄泉（藤七・高天原）・単純硫黄泉＋鉄鉱泉（ニセコ湯本）と多様。周辺土地利用では国立・国定公園内の自然地（大多数）に加え、軍事危険区域（玉川周辺）・スキー場（万座・夏油・高峰）・登山口（国見・須川・高天原）が混在し、保護・レジャー・登山拠点という異なる文脈が共存している。
44,9,9,"全ノードが標高600m〜1,800m超の火山地に立地し、強酸性・硫黄・ラジウムなど極端な泉質を持つ「地熱直結型」の温泉群である点が本質的特徴。玉川温泉のpH1.05・毎分9,000L湧出、須川温泉のpH2.2・毎分6,000L、万座温泉の硫黄成分日本一、酸ヶ湯のpH2.0未満、中岳温泉の野湯など、いずれも火山活動が現在進行形で地表に露出した「生きた火山の湯口」に直接依拠している。噴気孔・北投石・空吹・オンドル地熱など、温泉を超えた地熱現象そのものが施設の核となっており、「観光温泉」ではなく「地熱エネルギーの直接利用拠点」としての性格が際立つ。","【地域】東北（八幡平・栗駒・八甲田）、北海道（十勝岳・大雪山）、北関東（万座）と広域に分散し、地域的均質性はない。【土地利用】玉川温泉周辺には軍用危険区域（military=danger_area）が隣接し、須川・蒸ノ湯・大深は国立・国定公園内の厳格な土地規制下にある一方、万座はスキー場リゾートと共存する。【地形】標高は610m（火山地裾部）から1,822m（大雪山中岳・野湯）まで幅広く、アスピーテライン沿いの緩斜面から登山ルート上の秘湯まで地形的多様性が大きい。【地質・泉質】塩酸主成分（玉川）・硫酸塩泉（十勝岳）・硫化水素型（須川・万座・酸ヶ湯）・単純酸性泉（蒸ノ湯）と泉質が多岐にわたる。【施設規模】140室超の大型湯治旅館（酸ヶ湯）から登山者が掘った湯船のみの野湯（中岳）まで施設規模の格差が極めて大きく、オンドル小屋・岩盤浴・露天混浴など利用形態も多様である。"
45,4,4,全ノードが標高775〜980mの火山地に位置し、周辺施設がnatural=hot_springのみで構成される。これは観光開発や宿泊施設が介在しない「火山地高標高帯における純粋な自然湧出型温泉」という性質を示す。地形分類が全て「火山地」で統一されており、火山活動に直結した地熱エネルギーが温泉の源泉であることが強く示唆される。人工的な施設情報が皆無である点も、未開発・自然湧出の純粋性を裏付ける根拠となっている。,標高は775m・811m・969m・980mと約200mの幅があり、火山地内でも地形的な高低差が存在する。一方で周辺施設は全ノードでnatural=hot_springのみと完全に均質であり、土地利用・施設面での多様性はほぼ皆無である。微地形的には、火山地内でも山腹斜面・火口縁・溶岩台地など異なる地形単位に立地している可能性があり、それが標高差として現れていると考えられる。地質面では同一火山系内でも噴気帯・断層沿い・熱水変質帯など湧出機構の違いが潜在的な多様性を生む可能性があるが、現状のノード情報からはその詳細は判別できない。
46,12,12,このクラスタの本質的特徴は「登山・スキーリゾートと直結した山岳・火山麓の公衆浴場型温泉」である。標高262m〜1148mに分布するノード群は、いずれも山地または火山地・火山性丘陵という地形分類を持ち、温泉施設（amenity=public_bath）が核となっている。燕温泉（妙高山東麓、標高約1100m）は登山口直結の無料露天風呂「黄金の湯」を持ち、ガーラ湯沢・越後湯沢はスキー場と新幹線駅に直結した「SPAガーラの湯」を擁する。岩間温泉は車道終点から徒歩50分の野湯、関温泉はスキー場内温泉街と、いずれも「山岳・火山麓の自然環境への到達点として機能する公衆浴場」という構造を共有する。宿泊施設よりも公衆浴場・野湯・日帰り入浴施設が前景化している点が、このクラスタ固有の性質を端的に示している。,多様性は主に①アクセス難易度、②観光インフラ規模、③地質・泉質、④土地利用形態の4軸に現れる。アクセス面では、上越新幹線直結で「東京から75分」のガーラ湯沢（標高350m）から、一般車通行不可区間を徒歩50分進む岩間温泉（標高1018m、山地）まで極端な幅がある。観光インフラ規模でも、越後湯沢はホテル・スキー場・リゾートマンション・駅ビル商業施設が集積する大規模リゾートである一方、燕温泉は旅館5軒・土産物屋2軒のみのこぢんまりとした温泉街であり、湯の沢温泉（秋田県北秋田市、山地）は施設休業・事業承継という過渡期にある。地質・泉質も含硫黄乳白色にごり湯（燕温泉、火山地）、単純泉（宇奈月・とちの湯、山地）、塩化物・硫酸塩泉（湯の沢温泉、山地）と多様。土地利用形態では、スキーゲレンデ（piste:type=downhill）・ロープウェイ・リフト（aerialway）が周辺施設に現れるノードと、footway・pathのみで構成される登山・野湯型ノードが混在し、同一クラスタ内でレジャー形態が大きく分岐している。
47,7,7,このクラスタの本質的特徴は「登山口直結型・引湯依存型の高標高山岳温泉」である。各ノードに共通するのは、北アルプス（燕岳・烏帽子岳）、奥飛騨、奥日光、尾瀬、草津白根山といった著名な山岳・高原地帯の登山口または奥地に立地し、温泉そのものが登山・トレッキングの動線上に組み込まれている点である。葛温泉は大町温泉郷・木崎湖温泉への引湯元であり、有明荘は穂高温泉への引湯元であるように、源泉地が下流の温泉地を支える「供給源」としての役割を担う。さらに日光湯元温泉の湯ノ平湿原源泉や中房温泉の36源泉群など、源泉地が施設から離れた自然地形内に存在するケースが複数見られ、「山岳地形に埋め込まれた源泉インフラ」という構造が際立つ。,"最も多様性が見られる側面は「温泉地の規模・都市性・土地利用形態」である。ミクロ視点では、葛温泉（3軒の秘湯宿）・中房温泉（単一老舗宿）・有明荘（市営国民宿舎）という小規模・単機能型から、草津温泉（共同浴場19か所・バスターミナル・図書館・スキー場を擁する大規模観光温泉都市）、尾瀬戸倉温泉（旅館・民宿・ペンション約40軒＋スポーツ施設）という多機能型まで、施設密度と都市的機能の幅が極めて広い。マクロ視点では、地形分類が山地（葛・奥飛騨・尾瀬戸倉・有明荘・中房）と火山地・火山山麓地（日光湯元・草津）に分かれ、地質的背景も硫黄泉（日光・草津）・単純温泉（葛・栃尾・有明）・塩化物泉（尾瀬戸倉）と多様。標高も818mから1,477mまで約660mの幅があり、周辺の土地利用もラムサール条約登録湿地（湯ノ湖）・国立公園・農業（温泉熱利用栽培）・宗教施設（温泉寺・円空寺）と多岐にわたる。"
48,13,13,このクラスタの本質的特徴は「火山性高標高地帯における一軒宿完結型の湯治文化継承温泉」である。標高360〜904mの火山地・火山山麓地に立地するノードが大半を占め（乳頭温泉郷各宿：600〜800m台、微温湯温泉：904m、松川温泉：820〜850m）、各地点が一軒宿または少数施設で完結する構造を持つ。妙乃湯・大釜・孫六・黒湯・鶴の湯はいずれも「一軒宿」として明記され、自炊部・湯治客利用・冬季休業といった湯治場の原形を色濃く残す。奥奥八九郎温泉は整備なしの野湯として、微温湯温泉は登録有形文化財の明治期木造建築を現役で使用する宿として、それぞれ「施設整備を最小化した原初的湯治空間」という性質を共有する。火山性地熱を直接利用した多様な泉質（硫黄泉・酸性泉・炭酸泉・低温泉）が各地点で確認でき、地熱エネルギーとの直接的な接続性がこのクラスタを貫く物理的根拠となっている。,最も多様性が見られる側面は「施設形態・アクセス性・泉質・地形分類の組み合わせ」である。施設形態では、旅館（妙乃湯・大釜・黒湯・微温湯）、大型リゾート併設型（夏油高原温泉）、野湯（奥奥八九郎温泉）、廃業跡（標高213m谷底低地ノード）まで幅広い。地形分類では火山地が主体ながら、山地（乳頭・夏油）、火山山麓地（標高821m）、谷底低地（標高213〜226m）が混在し、地形的均質性は低い。泉質も硫黄泉・酸性硫酸塩泉・炭酸カルシウム沈殿型炭酸泉・低温酸性含鉄泉・単純泉と多岐にわたる。地域的にも秋田県仙北市（乳頭温泉郷）に集中するノードが多い一方、岩手県八幡平市（松川温泉）、岩手県北上市（夏油高原）、福島県福島市（微温湯温泉）、青森県十和田市（焼山温泉周辺）と東北全域に分散する。アクセス面でも、路線バス＋徒歩20分（黒湯・孫六）から国有林内自己責任利用（奥奥八九郎）、スキー場ゴンドラ併設（夏油高原）まで多様であり、「孤立性の程度」がクラスタ内で最も振れ幅の大きい変数となっている。
49,12,12,"火山性高標高地帯における「エネルギー転用型」温泉地群：地熱・湯量・泉質の強度が観光・産業・野湯へと多層的に転用されている点がこのクラスタの本質である。松川温泉ノードでは地熱発電所（日本初の商業ベース）と農業用温排水活用が明示され、蔵王温泉ノードではpH1.6の強酸性・47源泉・日量8,700tという圧倒的な湯量と泉質の強度がスキーリゾートや共同浴場へ転用されている。一本松温泉・中ノ湯・孫六温泉などでは施設インフラが剥落した野湯・廃業跡として残存しており、地熱エネルギーの「過剰さ」が人的管理の限界を超えて自然湧出し続けている状態を示す。単なる観光温泉地でも秘湯でもなく、地球内部エネルギーの地表転用形態の多様性こそがこのクラスタを貫く固有の性質である。",地域・土地利用・地形・地質・周辺施設の各軸で顕著な多様性が見られる。【地域】岩手県八幡平市（松川・八幡平）、秋田県仙北市（乳頭温泉郷）、山形県山形市（蔵王）、福島県磐梯町（中ノ湯）と東北4県にまたがる広域分布を示す。【標高・地形分類】543.5m（火山地）から1302.7m（火山地）まで約760mの標高差があり、火山地・火山山麓地・山麓地・山地・谷底低地と地形分類も多岐にわたる。【土地利用形態】4つ星ホテル（八幡平マウンテンホテル）・大規模温泉街（蔵王120軒超）・一軒宿（妙乃湯・大釜・孫六・黒湯）・野湯（一本松・中ノ湯）・廃業跡（中ノ湯跡）・地熱発電所（松川）と利用形態が極めて幅広い。【泉質】強酸性硫黄泉（蔵王pH1.6）・硫黄泉（乳頭各湯）・単純泉・酸性硫酸塩泉など多様な地質的背景を反映する。【周辺施設】スキー場・FIS公認ジャンプ台・体育館・こけし工房・カフェ・廃校活用旅館など、温泉以外の周辺施設の性格も大きく異なる。
