CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
24,9,9,火山地形上の高標高帯（700〜1230m）に分布する、現在進行形の火山活動に直接起因する地表変質帯。全ノードが「火山地」または「火山性丘陵」に分類され、硫黄泉・含硫黄泉・単純硫黄泉など硫化物系の泉質が卓越することは、地表下の熱水変質作用が今なお活発であることを示す。沼尻鉱山の硫黄採掘史、白湯山の「ボッケ」（泥火山的噴気地形）、ヌプントムラウシの噴泉塔など、温泉以外の地表現象においても火山性ガス・熱水の直接的な地表露出が確認でき、このクラスタが「熱水変質の現成地帯」として物理的に均質であることを裏付ける。,地域的には北海道（雌阿寒・釧路・新得）・東北（福島・栃木・秋田）と広域に分散し、地理的連続性はない。地形スケールでは、標高697mの比較的低位な火山地から1226mの高標高火山地まで約530mの幅があり、火山体の発達段階や侵食度が異なる。土地利用形態も、スキー場（阿寒湖畔）・廃校転用旅館（大釜温泉）・廃鉱山跡地（沼尻）・林道崩落による孤立地（ヌプントムラウシ）と多様で、人間活動の介入度に大きな差がある。アクセス性においても、国道から30分圏内の塩原新湯から、林道崩落により徒歩のみでしか到達できないヌプントムラウシまで連続的なグラデーションが存在し、インフラ整備水準の多様性がノード情報から明確に読み取れる。
25,9,9,北海道の火山性高地に分布し、地熱活動が地表に直接露出する「地熱露頭帯」。標高347m〜1000.9mの広範な高度帯にわたり、火山地分類が8ノード中6ノードを占める。waterway=waterfallやnatural=hot_springが複数ノードで共存し、地熱流体が地表水系と交差する地点が多い。白湯山のボッケ群や吹上露天の湯の岩盤湧出など、地熱エネルギーが地形・水文環境に直接作用している点が、このクラスタの本質的性質を示している。,標高・地形分類・周辺施設の三軸で多様性が顕著である。標高は201m（山地・名寄ピヤシリ）から1000.9m（火山地・吹上）まで約800mの幅があり、地形分類も火山地（6ノード）と山地（2ノード）に分かれる。周辺施設の面では、名寄ピヤシリノードにはスキー場・ジャンプ台・スポーツ施設が集積する一方、然別峡ノードでは河川（シイシカリベツ川）・キャンプサイト・野営場が共存し、阿寒湖周辺ノードでは自然探勝路・展望台・スキー場が隣接する。地質面でも、吹上温泉のpH2.6の強酸性硫酸塩泉と然別峡の含食塩重曹泉という異なる泉質が示すように、火山活動の様式・岩石組成の違いが地点ごとの地球化学的特性の差異を生んでいる。マクロには北海道内陸部の火山弧に沿った分布、ミクロには各地点の水文・植生・利用形態の差異が重層的な変異を構成している。
26,8,8,砂礫質台地・山地・火山地にまたがる河川侵食地形帯における、渓谷・段丘・谷間地形への立地集中性。標高229m〜556mの各ノードは、砂礫質台地（秋川・天竜川系）・山地（吉野川・大井川・道志川系）・火山地（筑後川系）と地形分類こそ異なるが、いずれも河川が刻んだ侵食地形の縁辺部または谷底低地に位置している。砂礫質台地ノードでは「河岸段丘」「渓谷」「天竜川左岸」「秋川」といった記述が明示され、火山地ノードでは「杖立川沿いの谷間の狭地」、山地ノードでは「吉野川沿い」「大間ダム湖」「寸又峡」と、河川地形との密接な関係が一貫して確認できる。すなわちこのクラスタの本質は「河川侵食が生み出した地形的くびれ・段差・谷間への選択的集積」にある。,地形分類・地質・土地利用・周辺施設の構成において顕著な多様性が認められる。【地形・地質】砂礫質台地（花崗岩質・河岸段丘：飯田市下久堅、あきる野市）、山地（吉野川源流域・南アルプス南端・道志川流域）、火山地（阿蘇外輪山系の小国町）と、地質的背景が堆積岩系・花崗岩系・火山岩系に三分される。【土地利用】あきる野市ノードでは都市近郊の観光・交通インフラ（バス路線・駐輪場・ファストフード）が整備された準都市的利用が見られる一方、川上村ノードでは吉野林業を基盤とした林業的土地利用、飯田市下久堅では果樹・酪農・和紙文化の農山村的利用、阿智村ノードでは星空観光・高速道路PAを活用した観光産業的利用が確認される。【周辺施設の構成】杖立温泉ノードでは旅館街・共同浴場・川を跨ぐ祭事空間という伝統的温泉街構造、川上村ノードでは道の駅・神社・ダム関連施設という行政・信仰・治水の複合、寸又峡ノードでは吊橋・県立自然公園という自然観光資源が卓越するなど、施設構成のミクロな差異が大きい。これらの根拠はWikipedia記述の産業・交通・文化財情報および周辺施設タグの多様性に明確に示されている。
27,13,13,北海道内陸部に広く分布する多様な地形（砂礫質台地・火山地・谷底低地・山地など）を基盤としながら、いずれのノードも森林地域・国立公園・河川・廃線跡といった自然・準自然的土地利用が卓越しており、人間活動の痕跡が希薄な「北海道型自然優占地帯」としての性質を共有している点。周辺施設タグに森林地域（KSJ2:DFC=1）・natural=wood・waterway=river/stream・natural=hot_springが繰り返し出現し、建築物・道路インフラが最小限にとどまることがその根拠である。,地形分類は砂州・砂礫州（標高123m）、火山地（132m・211m・131m）、谷底低地（356m・106m）、火山山麓地（125m）、砂礫質台地（45m・18m・237m・86m）、山地（115m）と極めて多様で、標高も18mから356mまで幅広い。土地利用面では、国有林・民有林・国立公園（阿寒摩周・知床）・廃線跡（雄別鉄道・根北線）・農村都市交流施設・EC企業本社など、保全・観光・産業・交通遺産が混在する。周辺施設も公衆浴場・ホテル・郵便局・神社・博物館・動物園・パークゴルフ場・スキー場・バス停と多岐にわたり、後志・釧路・オホーツク・日高・根室と広域にわたる地域分布もミクロ・マクロ双方の多様性を裏付けている。
28,11,11,火山活動に起因する地形改変の現在進行形的残存景観。クラスタの大多数（8ノード中6ノード）が「火山地」に分類され、標高150〜210m帯に集中している。四十三山のWikipedia情報が示すように、これらは有珠山の噴火（1910年・2000年）によって形成された潜在溶岩円頂丘・火口・泥流堆積層など、噴火イベントが地表形態を直接的に書き換えた地点群である。「火山回道」という案内標識の存在や、噴火起源の地形を巡る観光インフラ（guidepost・information board）が複数ノードに確認されることも、この地形改変の痕跡が現在も可視的・社会的に認識され続けていることを裏付ける。単なる火山地ではなく、「噴火イベントの地形的記憶が地表に刻まれた景観」がこのクラスタの本質的特徴である。,地形分類・標高・土地利用形態・アクセス基盤の各側面で顕著な多様性が見られる。【地形分類】火山地（6ノード）が主体だが、三角州・海岸低地（標高131.6m）、ローム台地（標高183m・24.2m）、砂礫質台地（標高85.5m）が混在し、火山起源地形以外の堆積性地形も含まれる。【標高】24.2m〜211mと約190mの幅があり、低位の沖積・台地面から中位の火山斜面まで連続的に分布する。【土地利用・周辺施設】火山地ノードでは「火山回道」案内板・guidepostなど地形観察・防災教育的インフラが整備される一方、砂礫質台地ノード（平取）ではバス停・駐車場・パークゴルフ場など地域生活・レクリエーション施設が卓越し、ローム台地ノード（三沢）では老人福祉センター・市民の森という福祉・緑地利用が見られる。【アクセス基盤】highway=serviceの単純な構内道路から、路線バス（道南バス）・無料送迎バスまで交通インフラの整備水準が大きく異なる点も多様性を示す根拠となる。
29,10,10,石畳の路地と木造多層旅館が密集する、歩行者主体の近世的宿場型街路空間。標高647〜798mの扇状地・山地斜面上に形成された街区は、highway=pedestrian・highway=footway・surface=paving_stonesが卓越し、service=alleyの細街路が旅館棟間を縫う。建物は2〜8階建ての木造・RC混在で、building=hotel・building=houseが密に配置される。白馬ノードのみ鉄道駅・幹線道路（国道148号・JR大糸線）を核とした交通結節型の街区構造を示し、他ノードとは明確に異なる都市形態を持つ。この「石畳路地に旅館が密集する歩行者空間」という物理的街路構造こそが、このクラスタを貫く本質的特徴である。,地形分類・標高・街区密度・宗教・文化施設の分布において顕著な多様性が見られる。地形面では、扇状地（標高647〜698m：渋温泉・安代温泉・白馬各ノード）と山地（標高660〜668m：渋温泉中心部ノード）、砂礫質台地（標高797m：奥飛騨栃尾ノード）が混在し、同一クラスタ内で堆積地形と侵食地形が共存する。街区密度では、渋温泉中心部ノードが薬師庵・道祖神・地蔵・朱印所・若山牧水碑・北斎句碑など宗教・文化施設を多数集積するのに対し、栃尾ノードは「たから流路工河川公園」「荒神の湯」のみで施設密度が極めて低い。白馬ノードは鉄道駅・バスターミナル・高校・図書館を擁する行政・交通機能を持ち、他ノードとは土地利用形態が大きく異なる。周辺水系も横湯川（渋・安代）・榎澤川（安代）・蒲田川（栃尾）・姫川（白馬）と多岐にわたる。
30,42,42,"豪雪山岳地帯における冬季スポーツ・観光複合集積地

このクラスタの本質的特徴は、スキーリゾートと観光宿泊機能が一体化した「冬季スポーツ観光複合集積地」である。地形分類として火山山麓地・扇状地・砂礫質台地・後背湿地・山地が混在し、標高は145m（十日町）から1257m（平湯）まで幅広いが、いずれのノードも周辺にスキー場・ゲレンデ・リフト・ロープウェイ等の冬季スポーツインフラを持つ。越後湯沢（新潟）・野沢温泉（長野）・湯田中渋温泉郷（長野）・蔵王（山形）・白馬（長野）・平湯（岐阜）・宇奈月（富山）・草津（群馬）・スキージャム勝山（福井）と、地理的に分散しながらも「豪雪帯の山岳観光地」という物理的性質で密度クラスタを形成している点が固有の特徴である。周辺施設にはスポーツ用品店（タイシンスポーツ・ムラサキスポーツ・スキーレンタル等）、ゲストハウス・ロッジ・ホテル、飲食店が密集し、aerialway（索道）タグも複数ノードに確認できる。","地形・地質・標高・土地利用・外国人観光客比率・交通アクセス形態において顕著な多様性が見られる。

【地形・地質】火山山麓地（野沢温泉村・蔵王・平湯・むれ温泉）、扇状地（湯田中・渋温泉・白馬）、砂礫質台地（越後湯沢・宇奈月）、後背湿地（岩原・江神）、谷底低地（高山市）、山地（渋温泉一部・湯沢山地）、火山地（スキージャム勝山）と地形分類が7種類に及ぶ。標高も145m（十日町）から1257m（平湯バスターミナル）まで1100m以上の差がある。

【土地利用・施設構成】越後湯沢はバブル期建設の高層リゾートマンションが林立する都市型リゾートであるのに対し、野沢温泉村は「湯仲間」による共同管理の伝統的集落構造を維持する。渋温泉は石畳の旧街道沿いに木造旅館が密集する歴史的景観保存型、白馬はJR大糸線駅前の国際観光拠点型、平湯は上高地・乗鞍へのバス乗換拠点型と、土地利用形態が大きく異なる。

【外国人観光客比率】白馬・野沢温泉では外国人経営の飲食店・宿泊施設が村全体の1〜2割を占め（Luckey Pete's Cafe、Haus St. Anton、Juntos Mexican Restaurant等）、蔵王は韓国人スキー客が全国1位規模で来訪するなど、国際化の度合いにも差異がある。

【交通アクセス】越後湯沢・白馬はJR幹線・新幹線直結、湯田中は私鉄（長野電鉄）終着駅、野沢温泉村は鉄道なしでバスのみ、平湯はバスターミナル拠点型と、交通インフラの形態が多様である。"
31,10,10,"草津白根火山の山麓斜面上に形成された、標高1,100〜1,200m帯（火山山麓地）の高原性観光集積地という物理的基盤が、このクラスタの本質的特徴である。全ノードが「地形分類：火山山麓地」に分類され、標高は1,137〜1,197mの狭い帯域に集中している（那須ノードの763mは例外的）。この火山山麓という地形条件が、急傾斜・段差（highway=steps、barrier=retaining_wall、natural=cliff が多数出現）、湯川（waterway=river）や湯路広場周辺の水系、さらに国道292号（草津道路）の急勾配トンネル構造（layer=-1, tunnel=yes）を生み出している。すなわち、このクラスタは「火山山麓の急峻な地形的制約の上に人工的な観光インフラが重層的に積み上げられた高標高集積地」として特徴づけられる。","このクラスタ内では、土地利用形態と周辺施設の性格に顕著な多様性が見られる。ミクロ視点では、湯畑・白旗・地蔵・万代鉱・煮川など源泉ごとに異なる街区が形成されており、湯畑周辺ノード（標高1,149〜1,157m）では商業・飲食・宿泊・行政（草津町役場）・バスターミナルが高密度に混在するのに対し、西の河原通り周辺ノード（標高1,159m）では heath（荒地植生）・scrub・natural=wood が残存し、自然植生と観光施設が混在する。地蔵通り周辺ノード（標高1,153m）は旅館・割烹・漫画堂など小規模宿泊・飲食業が集積する。マクロ視点では、那須ノード（標高763m）が動物園（那須どうぶつ王国）を核とする施設型観光地として他ノードと性格を異にし、標高帯・植生・施設密度のいずれも草津群と大きく乖離している。また草津内でも、国道292号沿いの学校前ノード（標高1,197m）は佐川急便・コンビニ・ガソリンスタンドなど生活インフラが卓越し、観光核から離れた生活居住ゾーンとしての性格を示す。"
32,8,8,"各ノードは標高376m〜1493mの広範な高度帯に分布しながらも、山地・火山山麓地・火山地・砂礫質台地といった多様な地形分類を横断しつつ、いずれも山間部の谷筋・渓谷・山麓斜面という「地形的に閉じた立地」に集中している。これは単なる山岳性ではなく、周囲を山稜や崖・岩盤（natural=cliff, natural=bare_rock）に囲まれた地形的孤立性が本質であり、鹿塩の塩川沿い谷底、中房の中部山岳国立公園内渓谷、裾花峡の峡谷、稲子湯の針葉樹林深部など、いずれも外部からのアクセスが限定される閉鎖的地形単位に立地している点に共通の本質が見出せる。",地形分類の多様性が顕著で、山地（標高752m・952m・1477m・485m）、火山地（1493m）、火山山麓地（585m）、砂礫質台地（376m）と幅広い。土地利用形態も、鹿塩ノードでは歴史的採掘坑（man_made=adit）・製塩所（craft=yes）・石碑（historic=memorial）・橋梁（man_made=bridge）・崖地（natural=cliff）が複合し、産業遺産的性格を帯びる一方、裾花峡ノードでは商業高校・神社・裁判所・廃駅跡など都市的・文教的施設が周辺Wikipediaに登場し、都市縁辺部の性格を示す。中房ノードは国の天然記念物・登録有形文化財・登山口という自然保護と観光インフラの複合地点であり、稲子湯ノードは標高1493mの火山地で登山ベースキャンプ的機能を持つ。道路規格も highway=secondary から highway=path まで混在し、アクセス条件の格差も大きい。
33,9,9,山間峡谷部における交通インフラの末端性：全ノードが標高425〜1066mの山地・谷底低地に位置し、黒部峡谷鉄道（軌間762mm・電化600V）のスイッチバック駅、野岩鉄道のトンネル地下駅、道の駅と鉄道駅の直結構造、林道トンネル（layer=-1）など、通常の幹線交通から切り離された「アクセス困難な末端交通結節点」としての性質が複数ノードに共通して現れている。黒部峡谷鉄道ノードでは日本郵便の交通困難地指定、湯西川ノードでは一日平均乗車人員31人という極端な低利用率がこれを裏付ける。,"【地域】群馬県（四万温泉・西下仁田）、富山県（黒部峡谷）、栃木県（湯西川）、長野県（阿智村・戸隠・小渋）と、中部・関東山岳帯に広域分散する。【地形】山地が主体だが、標高461mの谷底低地（市野萱川沿い・西下仁田）や標高569mの谷底低地（戸隠祖山・国道406号沿い）も含まれ、河川侵食谷の底部と山腹斜面が混在する。【土地利用】積善館本館（元禄創業・群馬県重文）や日向見薬師堂（国重文）を擁する歴史的建造物集積地から、廃鉱山跡（西牧鉱山・ヒ素含有鉱物産地・若林鉱発見地）、温泉廃址（小渋湯跡・ruins=yes・intermittent水域）、浄土宗・天台宗寺院群（阿智村）、神社（湯前神社・柵健代神社・安布知神社）まで土地利用形態が多岐にわたる。【地質・鉱物】西牧鉱山ノードでは雄黄・鶏冠石・シュベルトマナイトによる自然浄化という特異な地球化学的環境が記録されており、他ノードとは地質的性格が大きく異なる。【周辺施設の規模】黒部峡谷ノードのように建物タグが""building=yes""のみで施設規模が極小なノードから、四万温泉ノードのようにhotel・steps・service・residential・secondary道路が重層するノードまで、インフラ密度に顕著な差がある。"
34,6,6,クラスタを構成するノードは、標高686〜961mの山地・火山地・火山山麓地という多様な地形分類にまたがりながらも、いずれも「山岳〜高原帯の急峻な地形と火山活動の影響が重なる標高帯」に位置している。那須湯本周辺の殺生石に代表される硫化水素・亜硫酸ガスの常時噴出、ガラメキ温泉・四徳温泉などの自然湧出点の分布、さらに日光霧降エリアの火山山麓地形が示すように、地表面が火山性ガス・熱水系の影響下に置かれた「地熱・火山ガス活動が地表環境を規定する高標高帯」であることがこのクラスタの本質的特徴である。単なる山地ではなく、火山性地表プロセスが現在進行形で卓越している点が固有性を担保する。,地形分類の面では、山地（四徳・矢坪・ルグラン軽井沢周辺）・火山地（那須湯本・ガラメキ）・火山山麓地（日光小倉山）と三区分が混在し、地質的背景が一様でない。標高レンジも686〜961mと約275mの幅があり、植生・気候帯の微妙な差異を内包する。土地利用形態では、那須湯本ノードが宿泊施設・飲食店・バス停・駐車場・橋梁など都市的インフラを集積する観光拠点型であるのに対し、四徳・ガラメキ・矢坪は施設情報がほぼ皆無の自然地型であり、人間活動の密度に大きな差がある。日光エリアでは国際規格アイスアリーナ・屋外スケートリンクという冬季スポーツ施設が立地し、他ノードとは周辺施設の性格が根本的に異なる。地域的にも長野・栃木・群馬にまたがり、広域的な地理的分散が見られる。
35,9,9,標高461〜1110mの山地・丘陵・谷底低地・火山地にまたがる多様な地形分類を持ちながら、いずれのノードも道路（県道・国道・住宅道路・山道）や橋梁・鉄道などの交通インフラが整備されており、山間僻地でありながら外部との接続性が確保されている点が本質的特徴である。湯西川温泉駅（野岩鉄道・地下駅）、黒部西川線（県道249号）、中之条草津線（国道55号）、後山林道、国道152号など、各ノードに固有の交通軸が存在し、孤立した山岳環境に人的アクセスを担保するインフラが共通して見られる。これは単なる「山間地」ではなく「交通線が貫通した山間接続拠点」という性質を示している。,地形分類の多様性が顕著で、山地（湯西川・尻焼・三条の湯・鹿塩・小瀬戸ノ湯）、火山地（伊香保）、谷底低地（西下仁田）、丘陵（望月温泉）と幅広い。標高も461m〜1110mと600m以上の差がある。土地利用形態も、野岩鉄道地下駅と道の駅が一体化した複合交通拠点（湯西川）、ロープウェイ・石段街を持つ観光集積地（伊香保）、鉱山跡と製塩所が共存する産業遺産地（鹿塩：黒部の洞窟・山塩製塩所）、山岳テントサイト併設の山小屋（三条の湯）、テニスコート・バーベキュー場を備えた総合レクリエーション施設（望月温泉みどりの村）など大きく異なる。地質面では火山性地形（伊香保）、ヒ素含有鉱物産地（西牧鉱山）、海水同程度の塩分を含む塩水湧出地（鹿塩）と地球化学的多様性も際立つ。
36,8,8,火山山麓〜カルデラ縁辺に展開する高原リゾート複合地帯。標高761〜1220mの火山山麓地・火山地・砂礫質台地・丘陵という多様な地形分類を横断しながらも、全ノードが浅間山・蓼科山・八ヶ岳・榛名山・草津白根山系などの火山体に起源を持つ地表面上に位置し、火山性地質が基盤となっている点が共通する。ホテル・美術館・スケートリンク・アウトレットモール・スポーツ施設・道の駅・宗教施設など多様なレジャー・文化施設が火山山麓の高原地形に重層的に集積しており、「火山地形を基盤とした高原型複合リゾート集積地」という性質がこのクラスタの本質的特徴である。軽井沢（北佐久郡）・蓼科（茅野市）・清里（北杜市）・榛名湖（群馬県）という地理的に離れた地点が同一クラスタに収束していることは、地理的近接性ではなく火山山麓高原という物理的性質の類似性によって抽出されたことを示している。,標高・地形分類・土地利用形態・周辺施設の性格において顕著な多様性が認められる。【標高・地形分類】標高は761m（佐久市丘陵）から1220m（蓼科火山山麓地）まで約460mの幅があり、地形分類も火山山麓地・火山地・砂礫質台地・丘陵と4種に及ぶ。【土地利用・施設】軽井沢ノードでは新幹線駅・アウトレットモール・ケーブルテレビ局・廃止鉄道跡など都市的インフラが集積する一方、蓼科ノードでは人造湖（灌漑用ため池）・道の駅・彫刻公園、清里ノードでは旧石器〜縄文時代の複合遺跡群（姶良Tn火山灰確認地点）、榛名湖ノードではカルデラ火口原湖・老人休養ホーム・雨乞い信仰の聖地、佐久ノードではテニスコート・バーベキュー場・ハナミズキ植栽を伴う公営宿泊施設と、土地利用形態が大きく異なる。【地質・自然環境】榛名湖は多重式カルデラ湖（湖面標高1084m・最深14m）、蓼科湖は灌漑用人造湖（周囲1km）、清里は砂礫層が埋積した旧湖沼地形と、水域の成因・規模・機能が多様である。これらの差異はノード情報の施設タグ・Wikipedia記述・建物高さデータ（3〜18.8m）の幅広さに明確に反映されている。
37,11,11,地熱・火山活動に起因する温泉資源を基盤としつつ、それとは独立した多様な都市・生活インフラが低標高の堆積性地形（埋立地・自然堤防・谷底低地・扇状地・火山山麓地）上に重層的に展開する「地形多様型の温泉近接生活圏」。小浜の埋立地上の国道・旅館・河川橋梁、鹿児島市の旧空港跡地再開発による行政・住宅集積、霧島市隼人の谷底低地における病院・コンビニ・住宅街、鹿児島市北部の火山山麓地上の住宅団地・郵便局・学校群など、温泉施設の存在とは独立した生活インフラの充実が各ノードに共通して確認される。,地形分類の多様性が最も顕著で、埋立地（標高3〜5m、小浜・鹿児島鴨池）、谷底低地（標高9〜13m、霧島市隼人・鹿児島市原良・甲突川流域）、自然堤防（標高5m、延岡市五ヶ瀬川沿い）、扇状地（標高10m、鹿児島市上竜尾）、火山山麓地（標高35〜213m、鹿児島市吉野・坂元・中山）と幅広い。土地利用も、旧空港跡地の行政・住宅再開発（鴨池新町）、武家町起源の旧市街住宅地（上竜尾・下竜尾）、ニュータウン型住宅団地（玉里・桜ケ丘）、企業城下町型工業都市の市街地（延岡）、海岸沿い観光・漁業複合地（小浜）と多岐にわたる。周辺施設においても、カトリック教会・警察署・病院・葬祭場・電器店・カラオケ・リサイクルショップ・コミュニティFM局など、宗教・行政・商業・医療の各機能が混在しており、ミクロスケールでの施設構成の異質性が際立つ。
38,6,6,火山・地質活動の影響を受けた山間河川沿いの谷底・山地地形への人間定着帯。標高461〜924mにわたる複数ノードが示すように、いずれも急峻な山地または谷底低地に立地し、火山噴火（浅間山天明泥流）・鉱山（ヒ素含有鉱物産出）・ダム建設（八ッ場ダム）といった地質・地球物理的イベントが直接的に土地利用・集落形成・インフラ整備を規定している点が、このクラスタの本質的特徴である。単なる山間集落ではなく、「地質的撹乱が人間活動の立地条件を決定づけた地帯」という固有性が際立つ。根拠として、ノード3の不動大橋（八ッ場ダム付替道路）・天明泥流ミュージアム、ノード2の西牧鉱山（ヒ素鉱物・新鉱物産地）、ノード4の砂礫質台地（天明泥流堆積物と整合）が挙げられる。,地形分類・標高・土地利用・地質・周辺インフラの各軸で顕著な多様性が認められる。【地形】谷底低地（ノード1: 701.9m、ノード2: 461.2m）・山地（ノード3: 624.3m、ノード5: 873.9m、ノード6: 922.5m）・砂礫質台地（ノード4: 624.7m）と三分類にわたり、標高差は461〜924mに及ぶ。【土地利用】道の駅・道路インフラ（国道145号・県道375号・エクストラドーズド橋）が集積するノード3の交通結節点的性格、廃鉱山跡地が残るノード2の産業遺産的性格、山岳アクセス拠点（芦安駐車場・バス停）のノード5、山間集落立地のノード6（大鹿村・重要文化財寺院）と、機能が大きく異なる。【地質】火山砕屑物堆積台地（ノード4）・河川沿い沖積低地（ノード1・2）・岩盤山地（ノード6）と多様。これらの差異はノードの地形分類・Wikipedia記述・施設種別に明確に反映されている。
39,19,19,小規模集落・廃線跡地における公共福祉インフラの代替的存続拠点性,地形分類は扇状地・谷底低地・砂礫質台地・砂丘・ローム台地・砂州砂礫州・三角州海岸低地・自然堤防・後背湿地・火山山麓地・丘陵・山地・砂州・三角州海岸低地・砂丘・砂州砂礫州と極めて多様であり、標高も5m台から120m超まで幅広い。地域は北海道（胆振・渡島・留萌・日高・後志・釧路）と東北（秋田・青森）にまたがり、日本海沿岸・太平洋沿岸・内陸盆地・火山湖畔と立地環境も多岐にわたる。土地利用形態も農地（水田・畑作・牧場）・漁港・住宅地・公園・道の駅・博物館・廃線跡と多様で、周辺施設には郷土資料館・農業高校・競走馬牧場・アイヌ文化施設・風力発電施設など地域固有の産業・文化施設が混在する。地質面では火山性堆積物（火山山麓地・砂礫質台地）から海成堆積物（砂丘・砂州・三角州）まで異なり、地形形成プロセスの多様性が顕著である。
40,5,5,5つのノードはいずれも標高10m以下の低平地（谷底低地・砂州砂礫州・埋立地・ローム台地）に立地し、かつ鉄道駅・国道・道道・市電など複数の公共交通インフラが交差・近接する「交通結節点に形成された小規模地方中心市街地」という性質を共有している。浦河ノードでは北海道道481号と市街地街路網が交差し、郵便局・銀行・診療所・薬局・幼稚園が集積する。横浜町ノードではJR大湊線陸奥横浜駅・国道279号・下北半島縦貫道路ICが重なり、役場・図書館・道の駅が集まる。江差ノードでは国道227号沿いに道の駅が立地し、函館湯川ノードでは函館市電2停留場と国道278号が通る。浅虫ノードでは国道4号・青い森鉄道浅虫温泉駅・歩道橋が一体化した道の駅が形成されている。いずれも「交通動線上に生活・行政・商業機能が凝縮した結節点」という共通の本質的性格を持つ。,地域・土地利用・地形・地質・周辺施設の各軸で多様性が顕著である。【地域】北海道日高（浦河）・青森下北（横浜町）・北海道檜山（江差）・北海道渡島（函館湯川）・青森陸奥湾岸（浅虫）と、北海道・青森にまたがる広域分散が見られる。【地形・地質】谷底低地（浦河・函館湯川）、ローム台地（横浜町）、砂州・砂礫州（江差）、埋立地（浅虫）と、堆積環境が大きく異なる。標高も2.8m〜10.7mと幅がある。【土地利用】浦河は住宅・金融・医療・教育が混在する生活型市街地、横浜町は行政・文化施設主導の公共型市街地、江差は観光・物販特化の道の駅型、函館湯川は宿泊・商業・教育・スポーツが複合する都市型観光地区、浅虫は鉄道駅・道の駅・水族館・ヨットハーバーが連担するリゾート型観光拠点と、土地利用形態が大きく分化している。【周辺施設のスケール】浦河の人口323人の小街区から函館湯川の大型商業施設・高等専門学校まで、施設規模のミクロ〜マクロ格差も大きい。
41,8,8,津軽・道南の農業・低地卓越型生活圏：扇状地・後背湿地・砂礫質台地・三角州といった堆積性低地地形が支配的で（標高6.7〜90.2m、大半は20〜40m台）、周辺Wikipediaに水田・リンゴ・稲作・田んぼアートなど農業的土地利用が繰り返し登場し、弘南鉄道・JR五能線・花輪線など地方ローカル鉄道の無人駅や集落バス停が点在する。温泉施設を除けば、農地（landuse=farmland）・農業倉庫・郵便局・公民館・神社といった農村生活インフラが卓越しており、都市的集積ではなく「農村型低地生活圏」としての均質性がこのクラスタを貫く本質的特徴である。,地形分類の多様性が最も顕著で、扇状地（秋田県大館市比内町・新潟県妙高市）、砂礫質台地（青森県平川市・田舎館村・南津軽郡）、後背湿地（青森県藤崎町）、三角州・海岸低地（青森県つがる市・北海道壮瞥町）と堆積環境が異なる。土地利用も水田卓越地帯（田舎館村・藤崎町）、リンゴ産地（藤崎町）、縄文遺跡・世界文化遺産周辺（つがる市亀ヶ岡遺跡）、弥生〜古墳期の高地性環濠集落周辺（妙高市斐太遺跡群）と歴史的文化層が多岐にわたる。周辺施設面でも、農業倉庫・郵便局・公民館・神社（神明・稲荷・薬師）・バス停・鉄道駅（無人駅〜簡易委託駅）・テレビ中継局など機能が分散しており、マクロには東北日本海側〜北海道南部という広域分布、ミクロには各ノードの地形条件に応じた異なる農村インフラ構成が見られる。
42,9,9,各ノードは標高97〜1087mの山地・台地に分布し、共通して「一般車通行禁止・スイッチバック・徒歩3時間超」など極めて限定的なアクセス手段しか持たない。これは単なる山岳立地ではなく、「物理的・制度的に外界から遮断された孤立性」がこのクラスタの本質的特徴である。三条の湯ノードでは片倉橋ゲートによる一般車通行禁止と徒歩3時間30分、鐘釣ノードでは鉄道のみアクセス可・郵便困難地指定・営業期間外は訪問不可、法師温泉ノードでは一軒宿という立地、塩原元湯ノードでは「最奥部」という記述が、いずれもこの孤立性を裏付けている。,地形・地質・土地利用・周辺インフラの面で多様性が顕著である。標高は97.2m（函館ひろめ荘ノード、山地）から1086.5m（三条の湯ノード）まで約1000mの幅があり、地形分類も山地が大半を占める中、砂礫質台地（砂子原共同湯ノード）が混在する。地質・熱源面では、地熱発電所が近接する火山性地熱地帯（西山温泉ノード：柳津西山地熱発電所）、河川湧出型の野湯（鐘釣・尻焼ノード）、冷鉱泉（三条の湯ノード：源泉10.5℃）と多様な熱水系が見られる。土地利用では農地（farmlandタグ）が周辺に存在するノードや、キャンプサイト・山小屋（三条の湯ノード）、狭軌鉄道沿線（鐘釣ノード：762mm軌間）など、インフラ形態も大きく異なる。マクロには東北・関東・北陸・北海道と広域に分散しており、地域的まとまりを持たない点も多様性を示している。
